"country","year","province","municipality","municipality_normalized","waste_generation_tpd","managed_waste_pct","unmanaged_waste_pct","leaked_to_environment_pct","rdf_status","wte_psel","composition_match","food_waste_share_pct","paper_cardboard_share_pct","plastic_share_pct","paper_plastic_share_pct","combustible_dry_share_pct","reported_component_sum_pct","municipality_feedstock_risk_score_0_100","municipality_feedstock_risk_level","risk_formula_note"
"Indonesia","2025","Kalimantan Barat","Kabupaten Kapuas Hulu","kabupaten kapuas hulu","110.44","0.01","0.99","0.75","","Tidak Ada","matched","44.77","12.8","28.62","41.42","46.81","100","66.05","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Sekadau","kabupaten sekadau","90.2","0.01","0.99","0.63","","Tidak Ada","unmatched","","","","","","","88.71","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Melawi","kabupaten melawi","97.3","0.06","0.94","0.79","","Tidak Ada","unmatched","","","","","","","89.71","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Kayong Utara","kabupaten kayong utara","67.54","0","1","0.66","","Tidak Ada","matched","39.31","11.21","19.74","30.95","48.13","93.22","69.35","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kabupaten Kubu Raya","kabupaten kubu raya","443.06","0","1","0.84","","Tidak Ada","matched","","","","0","0","0","97.33","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kota Pontianak","kota pontianak","412.22","0.25","0.75","0","","Tidak Ada","matched","","","","0","0","0","72.92","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Barat","Kota Singkawang","kota singkawang","97.21","0.12","0.88","0","","Tidak Ada","matched","76","8.4","7.8","16.2","16.2","100","86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Tanah Laut","kabupaten tanah laut","145.67","0.29","0.71","0.71","","Tidak Ada","matched","","","","0","0","0","83.08","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Kota Baru","kabupaten kota baru","132.12","0.08","0.92","0.71","Telah MoU","Tidak Ada","unmatched","","","","","","","86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Banjar","kabupaten banjar","365.43","0.51","0.49","0.1","","Tidak Ada","matched","34.76","4.84","17.15","21.99","35.25","100","54.5","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Barito Kuala","kabupaten barito kuala","100.27","0.3","0.7","0.24","","Tidak Ada","matched","42","10","21","31","45.5","100","60.05","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Tapin","kabupaten tapin","76.18","0.04","0.96","0.33","Penjajakan","Tidak Ada","matched","42.23","16.73","30.5","47.23","54.81","100","56.1","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Hulu Sungai Selatan","kabupaten hulu sungai selatan","119.21","0.55","0.45","0.45","Penjajakan","Tidak Ada","matched","55.18","13.13","25.35","38.48","41.32","100","61.25","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Hulu Sungai Tengah","kabupaten hulu sungai tengah","134.8","0.52","0.48","0.48","","Tidak Ada","matched","","","","0","0","0","69.67","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Hulu Sungai Utara","kabupaten hulu sungai utara","119.13","0.34","0.66","0.66","","Tidak Ada","matched","49.1","8.41","13.8","22.21","32.58","100","76.9","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Tabalong","kabupaten tabalong","138.7","0.66","0.34","0.34","Telah MoU","Tidak Ada","matched","52.71","11.79","25.91","37.7","39.31","100","55.9","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Tanah Bumbu","kabupaten tanah bumbu","175.66","0.73","0.27","0.27","PKS - Operasional","Tidak Ada","matched","64.04","3.2","12.3","15.5","23.17","100","73.95","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kabupaten Balangan","kabupaten balangan","69.48","0.67","0.33","0.33","","Tidak Ada","matched","60.62","10.43","15.84","26.27","36.14","100","67.05","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kota Banjarmasin","kota banjarmasin","477.39","0.02","0.98","0.47","Penjajakan","Tidak Ada","matched","130.98","43.2","42.69","85.89","165.2","403.62","69.2","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Selatan","Kota Banjarbaru","kota banjarbaru","199.88","0.11","0.89","0.08","","Tidak Ada","unmatched","","","","","","","65.86","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Kotawaringin Barat","kabupaten kotawaringin barat","141.4","0.7","0.3","0.3","","Tidak Ada","matched","51","13","10","23","35","100","65.15","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Kotawaringin Timur","kabupaten kotawaringin timur","245.44","0.03","0.97","0.82","","Tidak Ada","matched","53","15","15","30","42","100","83.35","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Kapuas","kabupaten kapuas","215.09","0.12","0.88","0.88","","Tidak Ada","matched","30.38","13.06","20.79","33.85","48.69","100","58.05","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Barito Selatan","kabupaten barito selatan","68.43","0.02","0.98","0.73","","Tidak Ada","matched","49","8","30","38","46","100","72.35","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Barito Utara","kabupaten barito utara","65.3","0.02","0.98","0.38","","Tidak Ada","unmatched","","","","","","","80.86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Sukamara","kabupaten sukamara","26.89","0.7","0.3","0.3","","Tidak Ada","matched","","","","0","0","0","59.17","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Lamandau","kabupaten lamandau","42.84","0.01","0.99","0.71","","Tidak Ada","unmatched","","","","","","","91","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Seruyan","kabupaten seruyan","87.16","0","1","0.86","","Tidak Ada","matched","","","","0","0","0","97.67","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Katingan","kabupaten katingan","67.73","0.01","0.99","0.82","","Tidak Ada","matched","56.98","13.17","14.34","27.51","34.76","99.99","87.45","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Pulang Pisau","kabupaten pulang pisau","72.28","0.01","0.99","0.93","","Tidak Ada","matched","23.51","13.31","25.13","38.44","68.42","100","51.55","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Gunung Mas","kabupaten gunung mas","67.24","0","1","0.85","","Tidak Ada","unmatched","","","","","","","95.71","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Barito Timur","kabupaten barito timur","73.07","0.02","0.98","0.8","","Tidak Ada","matched","32","7","37","44","64.5","100","52.85","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kabupaten Murung Raya","kabupaten murung raya","62.15","0.21","0.79","0.79","","Tidak Ada","matched","40","5","31","36","47.5","100","61.95","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Tengah","Kota Palangka Raya","kota palangka raya","162.3","0.75","0.25","0.25","","Tidak Ada","unmatched","","","","","","","25","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kabupaten Paser","kabupaten paser","128.23","0.73","0.27","0.27","Penjajakan","Tidak Ada","matched","45.9","8.28","17.02","25.3","36.58","100","57.95","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kabupaten Kutai Barat","kabupaten kutai barat","93.29","0.02","0.98","0.64","","Tidak Ada","matched","39.26","11.14","19.69","30.83","48.26","100","68.65","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kabupaten Kutai Kartanegara","kabupaten kutai kartanegara","372.77","0.07","0.93","0.28","","Tidak Ada","matched","34.58","13.89","16.81","30.7","56.93","100","60.05","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kabupaten Kutai Timur","kabupaten kutai timur","224.43","0.02","0.98","0.49","","Tidak Ada","matched","41.05","11.15","21.06","32.21","53.94","100","67.75","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kabupaten Berau","kabupaten berau","149.5","0.11","0.89","0.33","","Tidak Ada","matched","55.39","3.74","26.47","30.21","31.89","100","77.8","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kabupaten Penajam Paser Utara","kabupaten penajam paser utara","101.03","0.7","0.3","0.3","","Tidak Ada","matched","46.13","20.87","29.83","50.7","52.48","100","42.5","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kabupaten Mahakam Hulu","kabupaten mahakam hulu","18.87","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kota Balikpapan","kota balikpapan","540.69","0.99","0.01","0.01","","Tidak Ada","matched","42.3","10.26","7.2","17.46","27.74","100","52.15","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kota Samarinda","kota samarinda","607.95","0","1","0.01","","Tidak Ada","matched","52.88","11.41","12.94","24.35","34.13","100","80.35","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Timur","Kota Bontang","kota bontang","107.41","0.99","0.01","0.01","","Tidak Ada","matched","44.12","27.5","18","45.5","51.78","100","30.75","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Utara","Kabupaten Malinau","kabupaten malinau","34.03","0.01","0.99","0.3","","Tidak Ada","unmatched","","","","","","","79.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Utara","Kabupaten Bulungan","kabupaten bulungan","87.55","0.52","0.48","0.48","","Tidak Ada","matched","","","","0","0","0","69.67","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Utara","Kabupaten Tana Tidung","kabupaten tana tidung","12.01","0.69","0.31","0.31","","Tidak Ada","matched","","","","0","0","0","59.75","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Utara","Kabupaten Nunukan","kabupaten nunukan","45.76","0.38","0.62","0.62","","Tidak Ada","matched","52.38","11.81","12.57","24.38","31.46","100","76.55","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kalimantan Utara","Kota Tarakan","kota tarakan","178.72","0.18","0.82","0.71","","Tidak Ada","unmatched","","","","","","","78.86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Bangka Belitung","Kabupaten Bangka","kabupaten bangka","139.14","0.07","0.93","0.41","","Tidak Ada","unmatched","","","","","","","78.14","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Bangka Belitung","Kabupaten Belitung","kabupaten belitung","98.81","0.01","0.99","0.49","","Tidak Ada","unmatched","","","","","","","84.71","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Bangka Belitung","Kabupaten Bangka Barat","kabupaten bangka barat","85.27","0.01","0.99","0.75","","Tidak Ada","matched","41","19","15.4","34.4","44.2","100","68.6","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Bangka Belitung","Kabupaten Bangka Tengah","kabupaten bangka tengah","116.04","0.19","0.81","0.26","","Tidak Ada","matched","","","","0","0","0","79.75","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Bangka Belitung","Kabupaten Bangka Selatan","kabupaten bangka selatan","86.43","0.66","0.34","0.34","","Tidak Ada","unmatched","","","","","","","34","Low","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Bangka Belitung","Kabupaten Belitung Timur","kabupaten belitung timur","52.85","0.01","0.99","0.45","","Tidak Ada","matched","57","5","17","22","26","100","88.5","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Bangka Belitung","Kota Pangkal Pinang","kota pangkal pinang","106.32","0.05","0.95","0.02","","Tidak Ada","unmatched","","","","","","","68.43","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Riau","Kabupaten Karimun","kabupaten karimun","254.34","0.1","0.9","0.58","","Tidak Ada","unmatched","","","","","","","80.86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Riau","Kabupaten Bintan","kabupaten bintan","59.53","0.83","0.17","0.17","","Tidak Ada","matched","45.88","9.45","15.35","24.8","38.29","100","54.7","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Riau","Kabupaten Natuna","kabupaten natuna","33.3","0","1","1","","Tidak Ada","unmatched","","","","","","","100","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Riau","Kabupaten Lingga","kabupaten lingga","50.96","0.39","0.61","0.5","","Tidak Ada","matched","34.3","15","20","35","59.5","100","50.1","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Riau","Kabupaten Kepulauan Anambas","kabupaten kepulauan anambas","15.11","0.14","0.86","0.86","","Tidak Ada","unmatched","","","","","","","86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Riau","Kota Batam","kota batam","1161","0.05","0.95","0.39","","Tidak Ada","unmatched","","","","","","","79","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Kepulauan Riau","Kota Tanjung Pinang","kota tanjung pinang","155.97","0.29","0.71","0.11","","Tidak Ada","matched","59.05","9.72","28.11","37.83","39.2","100","64.85","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Lampung Barat","kabupaten lampung barat","126.36","0.28","0.72","0.72","","Tidak Ada","matched","","","","0","0","0","83.67","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Tanggamus","kabupaten tanggamus","373.71","0.12","0.88","0.88","","Tidak Ada","matched","31","13","21","34","61","100","58.85","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Lampung Selatan","kabupaten lampung selatan","787.28","0.91","0.09","0.09","","Dalam Perencanaan","matched","65","11","14","25","28","100","59.9","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Lampung Timur","kabupaten lampung timur","571.29","0.05","0.95","0.95","","Dalam Perencanaan","unmatched","","","","","","","95","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Lampung Tengah","kabupaten lampung tengah","693.64","0.1","0.9","0.22","","Tidak Ada","unmatched","","","","","","","70.57","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Lampung Utara","kabupaten lampung utara","266.68","0.08","0.92","0.54","","Tidak Ada","matched","","","","0","0","0","89","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Way Kanan","kabupaten way kanan","198.02","0.12","0.88","0.88","","Tidak Ada","unmatched","","","","","","","88","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Tulang Bawang","kabupaten tulang bawang","180.12","0.1","0.9","0.9","","Tidak Ada","matched","70","5","6","11","24","100","96.5","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Pesawaran","kabupaten pesawaran","197.67","0.07","0.93","0.77","","Tidak Ada","matched","","","","0","0","0","93.25","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Pringsewu","kabupaten pringsewu","174.89","0.08","0.92","0.67","","Tidak Ada","matched","50","5","20","25","42","100","82.05","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Mesuji","kabupaten mesuji","97.58","0.01","0.99","0.96","","Tidak Ada","matched","40","20","20","40","55","100","65.4","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Tulang Bawang Barat","kabupaten tulang bawang barat","118.19","0.03","0.97","0.71","","Tidak Ada","unmatched","","","","","","","89.57","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kabupaten Pesisir Barat","kabupaten pesisir barat","69.45","0","1","0.91","","Tidak Ada","matched","42.5","9.5","21.1","30.6","52.7","100","74.9","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kota Bandar Lampung","kota bandar lampung","700.48","0.07","0.93","0","Penjajakan","Dalam Perencanaan","matched","15.8","3","2.6","5.6","30.1","100","53.45","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Lampung","Kota Metro","kota metro","111.77","0.12","0.88","0.16","","Tidak Ada","unmatched","","","","","","","67.43","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kabupaten Tanimbar","kabupaten tanimbar","65.17","0","1","0.71","","Tidak Ada","unmatched","","","","","","","91.71","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kabupaten Maluku Tenggara","kabupaten maluku tenggara","64.62","0.01","0.99","0.53","","Tidak Ada","unmatched","","","","","","","85.86","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kabupaten Maluku Tengah","kabupaten maluku tengah","216.18","0","1","0.83","","Tidak Ada","unmatched","","","","","","","95.14","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kabupaten Buru","kabupaten buru","70.7","0.08","0.92","0.75","","Tidak Ada","matched","30","10","41","51","68","100","48.1","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kabupaten Kepulauan Aru","kabupaten kepulauan aru","56.27","0.02","0.98","0.78","","Tidak Ada","unmatched","","","","","","","92.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kabupaten Seram Bagian Barat","kabupaten seram bagian barat","108.73","0.01","0.99","0.86","","Tidak Ada","unmatched","","","","","","","95.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kabupaten Seram Bagian Timur","kabupaten seram bagian timur","70.49","0","1","0.88","","Tidak Ada","unmatched","","","","","","","96.57","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kabupaten Maluku Barat Daya","kabupaten maluku barat daya","38.3","0","1","1","","Tidak Ada","matched","13.49","15.68","20.11","35.79","67.81","100","45.95","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kabupaten Buru Selatan","kabupaten buru selatan","32.53","0","1","0.03","","Tidak Ada","unmatched","","","","","","","72.29","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kota Ambon","kota ambon","247.84","0.04","0.96","0.17","","Tidak Ada","matched","40","12","20","32","49","100","63.25","Medium","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku","Kota Tual","kota tual","36.51","0","1","0.65","","Tidak Ada","unmatched","","","","","","","90","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku Utara","Kabupaten Halmahera Barat","kabupaten halmahera barat","69.88","0.01","0.99","0.83","","Tidak Ada","unmatched","","","","","","","94.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku Utara","Kabupaten Halmahera Tengah","kabupaten halmahera tengah","53.25","0.05","0.95","0.55","","Tidak Ada","matched","","","","0","0","0","90.42","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku Utara","Kabupaten Kepulauan Sula","kabupaten kepulauan sula","52.55","0","1","0.77","","Tidak Ada","unmatched","","","","","","","93.43","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku Utara","Kabupaten Halmahera Selatan","kabupaten halmahera selatan","129.28","0.01","0.99","0.87","","Tidak Ada","matched","","","","0","0","0","97.42","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
"Indonesia","2025","Maluku Utara","Kabupaten Halmahera Utara","kabupaten halmahera utara","103.12","0.14","0.86","0.55","","Tidak Ada","matched","46.62","16.11","14.43","30.54","49.85","100","71.4","High","0.40 food share + 0.25 dry combustible deficit + 0.25 unmanaged waste + 0.10 leaked-to-environment; draft screening index"
